  198  79171  22:00:16     78746  21:52:26   54.0 11.9   891.   52.3     79539  22:05:39   -9.6 13.7   522.   27.8
  199  79172  22:03:26     78956  21:55:56   52.7 12.1   836.   51.1     79615  22:06:55   -0.5 13.6   322.   24.5
  200  79173  22:06:26     79207  22:00:07   48.0 12.5   636.   46.8     79859  22:10:59   -5.8 13.8   409.   28.5
  201  79174  22:08:18     79459  22:04:19   37.4 13.0   354.   38.4     79880  22:11:20    1.7 13.8   269.   27.0
  202  79175  22:09:54     79592  22:06:32   34.4 13.2   299.   36.8     80028  22:13:48   -2.7 14.0   345.   30.1
  203  79176  22:11:14     79511  22:05:11   46.8 12.8   604.   46.8     80101  22:15:01   -2.1 14.1   335.   31.5
  204  79177  22:12:21     79351  22:02:31   61.1 12.0  1257.   59.9     80354  22:19:14  -16.5 14.5   725.   40.8
  205  79178  22:13:18     79725  22:08:45   40.0 13.3   417.   42.8     80289  22:18:09   -7.3 14.4   450.   36.9
  206  79179  22:14:05     79589  22:06:29   53.2 12.9   847.   53.2     80389  22:19:49  -11.4 14.6   560.   40.5
  207  79180  22:14:45     79774  22:09:34   42.9 13.4   495.   46.2     80297  22:18:17   -0.8 14.5   317.   37.3
  208  79181  22:15:18     79653  22:07:33   53.7 13.0   873.   54.4     80399  22:19:59   -6.5 14.7   433.   41.1
  209  79182  22:15:45     79929  22:12:09   35.4 13.9   326.   43.6     80388  22:19:48   -3.5 14.8   368.   41.4
  210  79183  22:16:06     79915  22:11:55   38.2 13.9   382.   45.9     80337  22:18:57    2.5 14.7   267.   41.2
  211  79184  22:16:21     79801  22:10:01   48.0 13.7   651.   52.1     80408  22:20:08   -2.1 14.9   343.   44.1
  212  79185  22:16:32     79938  22:12:18   38.5 14.1   389.   48.0         0  00:00:00    0.0  0.0     0.    0.0
  213  79186  22:16:38     79894  22:11:34   42.4 14.1   483.   50.7     80498  22:21:38   -8.1 15.3   472.   49.5
  214  79187  22:16:44     79979  22:12:59   36.2 14.4   342.   49.2     80549  22:22:29  -11.6 15.4   567.   52.6
  215  79188  22:16:36     79874  22:11:14   43.7 14.3   520.   53.1     80471  22:21:11   -6.1 15.4   425.   51.8
  216  79189  22:16:28     79973  22:12:53   35.3 14.7   327.   51.2     80540  22:22:20  -12.1 15.7   584.   55.8
  219  79192  22:15:34     79500  22:05:00   63.5 13.5  1408.   65.7     80506  22:21:46  -13.7 16.0   630.   61.0
  220  79193  22:15:10     79602  22:06:42   56.5 14.2  1001.   62.7     80557  22:22:37  -19.1 16.2   820.   64.9
  221  79194  22:14:34     79798  22:09:58   40.3 15.1   427.   58.1     80385  22:19:45   -9.0 16.1   493.   62.3
  222  79195  22:13:56     79623  22:07:03   50.3 14.8   732.   61.8     80450  22:20:50  -16.8 16.4   732.   66.8
